City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
469,Mahibadhoo,MV,3.7833,72.9667,81.79,79,100,16.82,overcast clouds
470,Khāga,IN,25.7833,81.1167,69.21,40,0,3.18,clear sky
471,Hokitika,NZ,-42.7167,170.9667,53.04,86,59,4.72,broken clouds
472,Canto do Buriti,BR,-8.11,-42.9444,94.32,33,79,3.85,broken clouds
473,Freeport,US,40.6576,-73.5832,47.17,52,0,12.66,clear sky
474,Flin Flon,CA,54.7682,-101.865,13.78,83,18,5.14,few clouds
475,Donskoye,RU,45.4552,41.9741,42.93,65,7,6.17,clear sky
476,Morehead,US,37.2711,-87.1764,43.0,67,52,7.0,broken clouds
477,Atlantic Beach,US,30.3344,-81.3987,72.09,79,75,19.57,broken clouds
478,Jumla,NP,29.2747,82.1838,42.96,70,13,3.89,few clouds
479,Usevya,TZ,-7.1,31.2333,71.78,82,94,2.84,light rain
480,São Gabriel da Cachoeira,BR,-0.1303,-67.0892,93.15,49,80,2.21,broken clouds
481,Xining,CN,36.6167,101.7667,32.81,65,3,2.21,clear sky
482,Yefremov,RU,53.1481,38.0992,29.93,65,3,9.66,clear sky
483,Saint-Augustin,CA,51.226,-58.6502,29.05,95,100,27.42,snow
484,Sohag,EG,26.557,31.6948,71.56,45,29,9.89,scattered clouds
485,Vega de Alatorre,MX,20.0333,-96.6333,79.03,72,54,7.52,broken clouds
486,Troitskoye,RU,52.9821,84.6757,40.78,75,100,20.58,overcast clouds
487,Radom,PL,51.4025,21.1471,43.27,87,56,4.0,broken clouds
488,Palmer,US,42.1584,-72.3287,42.85,44,20,9.22,few clouds
489,Gopālpur,IN,19.2667,84.9167,71.94,65,0,4.12,clear sky
490,Barra do Garças,BR,-15.89,-52.2567,93.07,37,52,6.35,broken clouds
491,Arman',RU,59.7,150.1667,3.09,92,36,8.97,scattered clouds
492,Quesnel,CA,52.9999,-122.5029,19.9,93,100,3.44,fog
493,Lüshunkou,CN,38.8,121.2667,41.22,55,1,15.59,clear sky
494,Durazno,UY,-33.4131,-56.5006,58.64,97,100,20.74,overcast clouds
495,Cap-aux-Meules,CA,47.3821,-61.8597,42.85,87,100,40.29,mist
496,Qaqortoq,GL,60.7167,-46.0333,29.32,80,82,5.08,broken clouds
497,Várzea da Palma,BR,-17.5981,-44.7308,88.27,47,70,4.85,moderate rain
498,Shellbrook,CA,53.2168,-106.4011,15.03,94,100,3.89,overcast clouds
499,Mackay,AU,-21.15,149.2,72.68,83,6,6.89,clear sky
500,Honiara,SB,-9.4333,159.95,79.02,84,91,1.7,overcast clouds
501,Kiruna,SE,67.8557,20.2251,16.72,93,0,6.91,clear sky
502,Shintomi,JP,32.0785,131.4723,58.05,84,92,4.14,overcast clouds
503,Maridi,SS,4.9158,29.4742,72.99,62,75,1.83,broken clouds
504,Ilo,PE,-17.6394,-71.3375,67.06,64,0,12.66,clear sky
505,Daru,PG,-9.0763,143.2092,79.25,87,100,7.81,overcast clouds
506,Mont-Dore,NC,-22.2833,166.5833,64.38,90,9,2.68,clear sky
507,Dingle,PH,10.9995,122.6711,76.01,93,87,6.76,light rain
508,Queanbeyan,AU,-35.35,149.2333,53.51,87,100,11.5,overcast clouds
509,Raudeberg,NO,61.9875,5.1352,45.86,1,92,2.75,overcast clouds
510,Taunggyi,MM,20.7833,97.0333,57.58,89,0,1.25,clear sky
511,Kununurra,AU,-15.7667,128.7333,80.58,74,100,4.61,light rain
512,Dongsheng,CN,39.8161,109.9776,30.83,41,0,9.04,clear sky
513,Yanam,IN,16.7333,82.2167,74.19,73,1,4.41,clear sky
514,Almaty,KZ,43.25,76.95,39.11,56,40,4.47,scattered clouds
515,Shimanovsk,RU,52.0,127.7,9.91,100,96,0.67,overcast clouds
516,Aksu,CN,41.1231,80.2644,38.12,44,44,3.15,scattered clouds
517,Aksarka,RU,66.5606,67.7975,0.07,94,100,8.5,overcast clouds
518,Dicabisagan,PH,17.0818,122.4157,78.1,88,74,4.56,broken clouds
519,Chany,RU,55.3121,76.7647,33.8,99,100,13.27,overcast clouds
520,Tiarei,PF,-17.5333,-149.3333,77.02,80,97,13.71,overcast clouds
521,Kamaishi,JP,39.2667,141.8833,45.46,68,71,6.02,broken clouds
522,Nishihara,JP,26.1842,127.7558,70.88,73,75,13.8,broken clouds
523,Broken Hill,AU,-31.95,141.4333,52.45,66,25,12.03,scattered clouds
524,Shikhany,RU,52.1167,47.2167,25.74,61,63,17.34,broken clouds
525,Cadillac,US,44.2519,-85.4012,32.79,74,100,3.44,overcast clouds
526,Progreso,MX,21.2833,-89.6667,86.11,53,3,5.88,clear sky
527,Fougamou,GA,-1.2154,10.5838,73.71,93,97,1.9,overcast clouds
528,Vila Franca do Campo,PT,37.7167,-25.4333,69.19,90,94,16.13,light rain
529,Tchibanga,GA,-2.85,11.0333,70.34,95,99,3.44,overcast clouds
530,Pilar,BR,-9.5972,-35.9567,84.13,62,45,9.84,scattered clouds
531,Neyshabur,IR,36.2133,58.7958,50.22,44,0,2.57,clear sky
532,Opuwo,NA,-18.0607,13.84,82.44,20,5,18.16,clear sky
533,Santa Vitória do Palmar,BR,-33.5189,-53.3681,70.3,68,99,16.82,overcast clouds
534,Vangaindrano,MG,-23.35,47.6,72.54,84,99,9.84,light rain
535,Matara,LK,5.9485,80.5353,74.08,93,100,4.72,overcast clouds
536,Krasnorechenskiy,RU,44.6265,135.3532,14.72,89,65,4.56,broken clouds
537,Mandalgovi,MN,45.7625,106.2708,26.31,43,11,8.32,few clouds
538,Warrington,GB,53.3925,-2.5802,55.87,92,75,8.05,broken clouds
539,Leirvik,NO,59.7798,5.5005,49.62,100,100,2.3,fog
540,Eureka,US,40.8021,-124.1637,45.21,100,0,2.46,clear sky
541,Ustka,PL,54.5805,16.8619,44.65,79,95,10.16,overcast clouds
542,Bathsheba,BB,13.2167,-59.5167,86.61,70,40,21.85,scattered clouds
543,Lake Cowichan,CA,48.825,-124.0546,39.29,62,5,1.23,clear sky
544,Jishou,CN,28.3167,109.7167,49.3,81,84,1.5,broken clouds
545,Pavino,RU,59.1139,46.1414,23.83,72,100,13.4,overcast clouds
546,Bainbridge Island,US,47.6262,-122.5212,44.76,87,0,8.01,clear sky
547,Geraldton,AU,-28.7667,114.6,59.41,63,0,11.5,clear sky
548,Walvis Bay,NA,-22.9575,14.5053,65.08,74,24,11.81,few clouds
549,Macamic,CA,48.7502,-78.9996,25.09,80,83,12.48,broken clouds
550,Naviraí,BR,-23.065,-54.1906,75.76,79,100,4.9,overcast clouds
551,Perbaungan,ID,3.5679,98.956,75.31,98,100,2.01,light rain
552,Ulladulla,AU,-35.35,150.4667,55.8,85,10,1.59,light rain
553,Ngorongoro,TZ,-3.2397,35.4875,56.5,75,67,3.31,broken clouds
554,Zhuanghe,CN,39.7008,122.9911,40.55,68,0,3.49,clear sky
555,Kahului,US,20.8947,-156.47,75.85,76,100,10.36,overcast clouds
556,Ayan,RU,56.45,138.1667,19.45,75,88,5.26,overcast clouds
557,Damietta,EG,31.4165,31.8133,70.3,54,27,11.48,scattered clouds
558,Maxixe,MZ,-23.8597,35.3472,74.01,75,88,16.51,overcast clouds
559,Zafra,ES,38.4167,-6.4167,60.44,81,100,9.8,overcast clouds
560,Tazovsky,RU,67.4667,78.7,-15.23,85,51,7.05,broken clouds
561,Chu,KZ,43.5983,73.7614,45.19,51,100,7.99,overcast clouds
562,Grimshaw,CA,56.1834,-117.6027,20.88,89,48,5.53,scattered clouds
563,Karagay,RU,58.2667,54.9368,19.6,86,100,12.28,light snow
564,Sunland Park,US,31.7965,-106.58,55.49,29,0,12.66,clear sky
565,Iqaluit,CA,63.7506,-68.5145,7.84,92,88,10.42,overcast clouds
566,Douglas,US,41.3,-96.167,34.68,77,100,10.36,overcast clouds
567,Ranot,TH,7.7777,100.3213,77.86,90,100,8.08,moderate rain
568,Ben Gardane,TN,33.1378,11.2197,70.84,45,0,9.01,clear sky
569,Pozo Colorado,PY,-23.4923,-58.7972,88.68,33,0,8.55,clear sky
570,Ust-Maya,RU,60.4167,134.5333,-1.44,95,100,7.76,overcast clouds
571,Verkhnyaya Inta,RU,65.9811,60.3094,3.52,84,100,6.15,overcast clouds
572,Hakui,JP,36.8833,136.7833,50.68,71,100,1.77,overcast clouds
573,Shimoda,JP,34.6667,138.95,53.1,80,99,12.15,overcast clouds
574,Kharitonovo,RU,61.4009,47.4978,22.35,76,100,11.05,overcast clouds
575,Vanavara,RU,60.34,102.2797,-4.09,92,99,8.16,overcast clouds
576,Tsabong,BW,-26.0217,22.401,83.34,21,0,2.75,clear sky
577,Kastamonu Province,TR,41.5,33.6667,42.57,77,9,2.26,clear sky
578,Padang,ID,-0.9492,100.3543,75.06,93,100,3.83,overcast clouds
579,Tyukhtet,RU,56.5389,89.3011,33.19,98,100,8.55,light snow
580,Angoche,MZ,-16.2325,39.9086,79.03,81,12,13.44,few clouds
581,Blackwater,AU,-23.5833,148.8833,75.2,65,34,3.04,scattered clouds
582,Porto Santo,PT,33.072,-16.3415,70.18,78,40,5.75,scattered clouds
583,Gangtok,IN,27.3333,88.6167,48.52,79,25,4.14,scattered clouds
584,San Quintín,MX,30.4833,-115.95,62.19,48,10,1.16,clear sky
585,Puerto Madryn,AR,-42.7692,-65.0385,71.38,35,55,4.32,broken clouds
586,Teplodar,UA,46.5059,30.3252,45.91,62,100,5.95,overcast clouds
587,Oodweyne,SO,9.4092,45.064,70.68,53,0,15.41,clear sky
588,Somerset,US,40.5668,-74.5496,46.99,49,0,10.36,clear sky
589,Gantt,US,34.8001,-82.4243,47.21,56,0,9.22,clear sky
590,Vidim,RU,56.4088,103.1106,22.59,97,98,2.59,overcast clouds
591,Yar-Sale,RU,66.8333,70.8333,0.61,88,100,8.68,overcast clouds
592,Gombong,ID,-7.6072,109.5142,76.39,94,100,2.8,overcast clouds
593,Banjar,ID,-8.19,114.9675,78.89,90,92,0.89,overcast clouds
594,South River,US,40.4465,-74.386,47.03,49,1,5.01,clear sky
595,Kalakamati,BW,-20.5929,27.3121,66.16,77,36,15.37,scattered clouds
596,Nuuk,GL,64.1835,-51.7216,30.81,93,100,3.44,light snow
597,Felipe Carrillo Puerto,MX,19.5833,-88.05,87.66,49,8,4.61,clear sky
598,Otavi,NA,-19.65,17.3333,86.43,13,5,7.99,clear sky
599,Eyl,SO,7.9803,49.8164,79.45,72,0,16.75,clear sky
600,Ust'-Koksa,RU,50.2696,85.6108,25.45,79,73,1.48,broken clouds
601,Cortez,US,37.3489,-108.5859,38.16,57,0,8.05,clear sky
602,Khovd,MN,48.0056,91.6419,24.49,49,0,3.74,clear sky
603,Wawa,NG,9.9022,4.4192,85.21,27,97,3.15,overcast clouds
604,Mizhhirya,UA,48.5246,23.5056,47.8,73,41,2.53,scattered clouds
605,San Jose,US,37.3394,-121.895,54.91,67,0,3.44,clear sky
606,Niquelândia,BR,-14.4739,-48.4597,90.39,41,81,5.19,broken clouds
607,Santa Maria,BR,-29.6842,-53.8069,76.53,46,49,16.28,scattered clouds
608,Ciénaga,CO,11.007,-74.2476,81.68,76,50,5.59,light rain
609,Abapó,BO,-18.8333,-63.4667,72.41,70,89,1.28,overcast clouds
610,Ambikāpur,IN,23.1167,83.2,58.24,55,0,2.51,clear sky
611,Norfolk,US,42.1668,-71.2495,44.87,49,0,12.66,clear sky
612,Esim,GH,4.8699,-2.2405,81.07,77,100,8.57,overcast clouds
613,Xuanzhou,CN,30.9525,118.7553,47.88,85,88,1.92,overcast clouds
614,Kyshtovka,RU,56.555,76.6271,32.85,99,100,9.98,light snow
615,Liku,ID,-0.7275,119.8922,74.93,96,100,0.98,light rain
616,Okahandja,NA,-21.9833,16.9167,86.67,8,0,22.37,clear sky
617,Yulara,AU,-25.2406,130.9889,65.14,36,1,15.37,clear sky
618,Timizart,DZ,36.8,4.2667,60.4,88,44,2.55,light rain
619,Haines Junction,CA,60.7522,-137.5108,27.28,97,84,4.25,broken clouds
620,Arlit,NE,18.7369,7.3853,79.72,11,7,19.24,clear sky
621,Manggar,ID,-2.8833,108.2667,79.77,83,100,1.34,overcast clouds
622,Acarí,PE,-15.4311,-74.6158,78.67,46,33,11.54,scattered clouds
623,Puerto del Rosario,ES,28.5004,-13.8627,76.75,69,0,11.5,clear sky
624,Victor Harbor,AU,-35.5667,138.6167,54.0,61,97,3.0,overcast clouds
625,Acapulco de Juárez,MX,16.8634,-99.8901,84.02,74,20,8.05,few clouds
626,Marsh Harbour,BS,26.5412,-77.0636,79.09,71,7,9.95,clear sky
627,Puerto Vallarta,MX,20.6204,-105.2307,80.91,62,75,1.99,broken clouds
628,Micheweni,TZ,-4.9667,39.8333,78.66,80,18,6.33,few clouds
629,Knysna,ZA,-34.0363,23.0471,67.96,67,72,10.31,broken clouds
630,Korla,CN,41.7597,86.1469,36.84,48,61,5.39,broken clouds
631,Platteville,US,42.7342,-90.4785,35.24,60,40,9.22,scattered clouds
632,Badou,TG,7.5833,0.6,83.03,57,90,2.15,overcast clouds
633,Faanui,PF,-16.4833,-151.75,78.85,77,100,9.86,overcast clouds
634,Biak,ID,-0.9131,122.8766,76.93,83,82,1.19,broken clouds
635,Jodhpur,IN,26.2867,73.03,75.76,26,0,5.08,clear sky
636,Erdenet,MN,49.0333,104.0833,16.99,76,41,3.94,scattered clouds
637,Erenhot,CN,43.6475,111.9767,26.73,53,23,9.93,few clouds
638,Petites Anses,GP,15.8501,-61.6442,85.51,76,12,19.35,few clouds
639,Tromsø,NO,69.6496,18.957,37.38,93,75,1.14,broken clouds
640,Kremenki,RU,54.885,37.1261,30.79,72,3,7.31,clear sky
641,La Asuncion,VE,11.0333,-63.8628,83.53,71,29,13.13,scattered clouds
642,Evensk,RU,61.95,159.2333,8.78,89,99,10.29,overcast clouds
643,Misratah,LY,32.3754,15.0925,71.1,50,0,4.0,clear sky
644,Mahon,ES,39.8885,4.2658,66.76,82,40,9.22,scattered clouds
645,Aitape,PG,-3.1374,142.3475,77.0,87,100,5.61,overcast clouds
646,Chute-aux-Outardes,CA,49.1168,-68.399,33.78,86,20,8.05,few clouds
647,Cachoeira do Sul,BR,-30.0392,-52.8939,76.82,51,66,15.61,broken clouds
648,Tautira,PF,-17.7333,-149.15,77.02,80,94,10.89,light rain
649,San Borja,BO,-14.8167,-66.85,91.4,48,98,3.71,overcast clouds
650,Labytnangi,RU,66.6572,66.4183,0.91,88,100,9.46,overcast clouds
651,Nabire,ID,-3.3667,135.4833,74.52,93,100,2.82,light rain
652,Vao,NC,-22.6667,167.4833,74.91,70,64,5.12,broken clouds
653,Malakal,SS,9.5334,31.6605,82.49,30,1,5.61,clear sky
654,Colombia,CU,20.9881,-77.4297,88.45,52,15,10.33,few clouds
655,Walldürn,DE,49.5833,9.3667,52.18,86,91,5.1,overcast clouds
656,Voh,NC,-20.9667,164.7,70.05,91,3,3.44,clear sky
657,Saint-François,FR,46.4154,3.9054,56.64,82,75,4.61,broken clouds
658,Kidal,ML,18.4411,1.4078,84.58,12,9,12.71,clear sky
659,Ponta Delgada,PT,37.7333,-25.6667,69.49,94,75,17.27,broken clouds
660,Praia da Vitória,PT,38.7333,-27.0667,67.75,90,100,13.24,overcast clouds
661,Turukhansk,RU,65.8167,87.9833,-18.9,83,13,6.98,few clouds
662,Macheng,CN,31.1783,115.0319,45.93,86,20,1.72,few clouds
663,Marzuq,YE,14.4,46.4667,66.88,48,3,2.75,clear sky
664,Aktau,KZ,43.65,51.2,46.98,59,100,25.3,overcast clouds
665,Sørland,NO,67.667,12.6934,44.46,75,16,13.87,few clouds
666,Paris,FR,48.8534,2.3488,56.26,91,100,9.22,overcast clouds
667,Bucyrus,US,40.8084,-82.9755,38.71,61,30,2.06,scattered clouds
668,Santa Ana,US,33.7456,-117.8678,65.3,57,0,3.44,clear sky
669,Jerome,US,42.7241,-114.5186,31.68,79,100,3.44,overcast clouds
670,Spring Valley,US,36.108,-115.245,50.5,36,0,7.0,clear sky
671,Bonavista,CA,48.6499,-53.1147,36.12,95,100,30.06,light rain
672,Sambava,MG,-14.2667,50.1667,74.21,84,10,6.98,clear sky
673,Libreville,GA,0.3925,9.4537,80.04,81,92,5.86,light rain
674,Torzhok,RU,57.0436,34.9622,29.66,76,4,3.98,clear sky
675,Patacamaya,BO,-17.2333,-67.9167,64.15,6,0,4.29,clear sky
676,Kharp,RU,66.8014,65.8081,-1.21,88,100,3.62,overcast clouds
677,Bandarbeyla,SO,9.4942,50.8122,79.63,71,39,16.2,scattered clouds
678,Manali,IN,13.1667,80.2667,77.09,77,86,10.27,overcast clouds
679,Gravelbourg,CA,49.8834,-106.5512,20.77,93,100,7.81,light snow
680,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,25.77,89,99,13.18,snow
681,Upington,ZA,-28.4478,21.2561,83.52,8,1,7.67,clear sky
682,Tarko-Sale,RU,64.9225,77.785,-5.76,84,100,14.94,overcast clouds
683,Elko,US,41.0002,-115.5012,18.64,77,85,1.01,overcast clouds
684,Fortuna,US,40.5982,-124.1573,44.94,100,0,8.05,clear sky
685,Kerchevskiy,RU,59.946,56.2884,14.47,86,100,9.89,overcast clouds
686,Solnechnyy,RU,50.7214,136.6319,16.2,86,11,2.35,few clouds
687,Tahoua,NE,14.8888,5.2692,83.05,12,4,10.13,clear sky
688,Abra de Ilog,PH,13.4437,120.7291,79.72,83,93,11.56,overcast clouds
689,Socorro,US,31.6546,-106.3033,56.07,25,0,12.66,clear sky
690,Mananjary,MG,-21.2167,48.3333,74.43,78,98,8.66,overcast clouds
691,Nioro,GM,13.35,-15.75,91.49,32,100,2.84,overcast clouds
692,Tokur,RU,53.1333,132.9,3.09,98,99,2.51,overcast clouds
693,Yichang,CN,30.7144,111.2847,52.83,67,32,0.76,scattered clouds
694,Kesinga,IN,20.2,83.2333,63.09,64,0,2.26,clear sky
695,Pimenta Bueno,BR,-11.6725,-61.1936,97.74,34,87,4.45,overcast clouds
696,Witu,KE,-2.3889,40.4382,80.76,84,100,6.17,overcast clouds
697,Nouadhibou,MR,20.931,-17.0347,69.46,76,0,18.66,clear sky
698,Stropkov,SK,49.2021,21.6522,45.34,83,35,3.27,scattered clouds
699,Nizhnevartovsk,RU,60.9344,76.5531,8.62,92,100,13.42,light snow
700,Bubaque,GW,11.2833,-15.8333,83.43,68,51,11.14,broken clouds
701,Cap Malheureux,MU,-19.9842,57.6142,71.47,69,88,7.0,overcast clouds
702,Ust'-Kulom,RU,61.6864,53.6902,14.23,88,100,8.66,overcast clouds
703,Gorzów Wielkopolski,PL,52.7368,15.2288,43.84,80,2,1.99,clear sky
704,San Carlos,VE,9.6612,-68.5827,87.58,59,53,3.58,broken clouds
705,Paragominas,BR,-2.9667,-47.4833,85.03,67,78,1.95,broken clouds
706,Jardim,BR,-21.4803,-56.1381,80.02,80,100,5.61,overcast clouds
